Id,gender,age,nationality,sport,ind-university_grade,ind-debateclub,ind-programming_exp,ind-international_exp,ind-entrepeneur_exp,ind-languages,ind-exact_study,ind-degree,company,decision
x3622b,male,25,German,Football,66,True,False,False,False,2,False,master,A,True
x7809e,male,24,Dutch,Swimming,64,False,False,False,False,2,True,bachelor,A,False
x7704a,male,30,Dutch,Football,63,False,False,False,False,2,False,master,A,True
x4626g,male,27,Dutch,Football,71,False,True,False,False,1,True,master,A,False
x9188a,female,23,Dutch,Swimming,66,False,True,True,False,1,True,bachelor,A,True
x1027f,male,25,Dutch,Swimming,59,False,False,False,False,0,True,bachelor,A,False
x7088f,male,24,Dutch,Rugby,57,True,False,False,True,3,False,bachelor,A,False
x3205b,male,27,Dutch,Football,67,False,True,False,False,1,True,master,A,False
x6759a,female,21,Dutch,Running,64,False,False,False,False,1,True,master,A,False
x7170g,female,26,Dutch,Rugby,59,False,False,True,False,1,False,master,A,True
x9719f,female,22,Dutch,Swimming,71,True,True,False,True,2,True,master,A,True
x6559g,male,25,Belgian,Football,70,False,True,False,False,2,True,master,A,True
x2204e,female,21,Dutch,Football,70,False,True,False,False,1,True,bachelor,A,False
x2237b,male,32,Dutch,Cricket,58,False,False,False,False,2,False,master,A,True
x9198f,female,30,Belgian,Golf,67,True,False,False,False,2,True,bachelor,A,True
x4710a,female,23,Dutch,Football,60,False,False,True,False,1,False,bachelor,A,False
x2628d,other,27,Dutch,Football,54,True,False,False,True,3,False,master,A,False
x2303f,female,27,Dutch,Cricket,68,False,True,False,True,2,True,bachelor,A,False
x8516d,female,31,Dutch,Rugby,63,False,False,False,False,0,False,master,A,False
x4373f,female,23,Dutch,Running,66,False,True,True,False,0,True,master,A,False
x1968b,female,21,Dutch,Swimming,53,False,False,False,False,0,False,bachelor,A,False
x7655c,male,24,Belgian,Football,62,False,True,False,False,1,True,bachelor,A,False
x4668c,female,26,Dutch,Swimming,61,True,False,True,False,2,False,master,A,True
x4437f,female,26,German,Football,56,False,False,False,False,1,False,bachelor,A,False
x2277a,female,24,German,Chess,67,False,False,False,False,1,True,bachelor,A,False
x3513f,male,26,German,Football,61,False,False,False,True,2,True,bachelor,A,False
x8410b,female,21,Dutch,Chess,71,False,True,False,False,0,True,master,A,False
x1047e,female,28,Belgian,Swimming,64,False,False,False,False,1,True,master,A,True
x2238c,female,23,Dutch,Chess,63,False,False,True,False,0,True,master,A,False
x9988f,male,28,Dutch,Football,72,False,True,False,False,2,True,master,A,True
x9383b,female,24,Dutch,Cricket,63,False,True,False,False,2,False,bachelor,A,False
x5526a,male,30,Dutch,Football,57,True,False,True,True,3,False,phd,A,True
x7442g,female,26,German,Running,67,False,True,False,False,1,True,master,A,True
x1140d,female,21,Dutch,Chess,70,False,True,False,False,0,True,bachelor,A,False
x9541b,male,25,Dutch,Football,62,True,False,False,False,2,False,master,A,True
x4974e,female,26,Belgian,Football,69,False,True,False,False,2,True,bachelor,A,False
x4138f,male,27,Belgian,Running,63,False,True,False,False,0,True,bachelor,A,False
x9617e,female,27,Dutch,Swimming,73,False,True,False,False,1,True,master,A,True
x6729d,female,23,Dutch,Cricket,58,False,True,False,False,1,True,bachelor,A,False
x5768e,male,26,German,Rugby,61,False,False,False,False,2,False,master,A,True
x2675f,male,23,Dutch,Tennis,72,False,True,False,False,1,True,master,A,True
x5866a,female,25,Dutch,Tennis,74,True,True,False,True,2,True,master,A,True
x4099g,male,28,German,Rugby,60,False,False,True,False,2,False,master,A,True
x1687e,male,29,Dutch,Rugby,49,False,False,False,False,2,False,bachelor,A,False
x1100f,male,30,Dutch,Rugby,63,False,False,False,False,1,False,bachelor,A,True
x9829d,female,22,Dutch,Tennis,71,False,True,False,False,1,True,master,A,False
x2263b,female,31,Dutch,Golf,65,False,False,True,False,1,True,master,A,True
x1675e,male,27,German,Rugby,70,False,True,True,False,1,True,master,A,True
x7076c,female,26,Dutch,Tennis,69,False,True,False,False,1,True,bachelor,A,False
x6575a,female,28,Dutch,Golf,58,False,False,False,False,1,False,master,A,True
x4238c,female,22,Dutch,Football,70,False,True,False,False,2,True,bachelor,A,False
x1732f,male,28,Dutch,Football,66,True,False,False,True,3,True,bachelor,A,True
x5168d,male,24,Dutch,Tennis,58,True,False,False,True,3,False,master,A,True
x5573d,male,21,Dutch,Tennis,65,True,False,False,False,2,True,bachelor,A,False
x8545e,female,27,Dutch,Golf,67,True,False,False,False,2,True,bachelor,A,True
x4608d,male,25,Dutch,Tennis,59,False,False,True,False,1,False,master,A,True
x9961f,female,26,Dutch,Chess,64,False,False,False,False,0,True,bachelor,A,False
x8930d,male,32,Dutch,Cricket,58,False,False,True,False,0,False,master,A,False
x5251f,male,28,Dutch,Swimming,67,False,True,False,False,2,True,bachelor,A,True
x3669b,male,26,Dutch,Rugby,63,False,False,False,False,0,True,bachelor,A,False
x8430f,female,22,Dutch,Tennis,72,False,True,False,False,1,True,bachelor,A,True
x4117g,female,28,Dutch,Swimming,63,False,False,False,False,1,True,master,A,False
x9303d,female,26,German,Running,66,False,True,False,False,1,True,bachelor,A,True
x1104f,male,24,German,Tennis,65,False,False,False,True,2,True,bachelor,A,True
x5502g,male,26,Dutch,Swimming,66,False,False,False,False,2,True,bachelor,A,False
x5082a,male,24,Belgian,Football,61,True,False,True,True,3,False,master,A,True
x1138e,female,28,Dutch,Golf,57,False,False,False,False,2,False,master,A,True
x6949d,male,24,Dutch,Swimming,56,False,False,False,False,0,False,bachelor,A,False
x5236b,male,24,Dutch,Chess,71,False,True,True,False,0,True,master,A,False
x3221e,male,22,German,Football,62,False,True,False,False,1,True,bachelor,A,False
x9375e,female,27,Dutch,Football,67,False,False,True,False,0,True,master,A,False
x5894c,female,28,Belgian,Swimming,58,False,False,False,False,1,False,bachelor,A,False
x1045e,female,25,Belgian,Football,66,False,False,False,False,2,True,bachelor,A,True
x2126g,male,28,German,Tennis,59,True,False,True,True,3,False,bachelor,A,True
x9697f,female,28,Dutch,Chess,62,False,False,False,False,0,True,bachelor,A,False
x4155d,male,26,Dutch,Rugby,63,False,False,False,False,2,False,master,A,True
x7714c,female,25,Dutch,Chess,59,False,False,False,False,1,False,bachelor,A,False
x2228e,other,23,Dutch,Swimming,67,False,True,False,False,1,True,phd,A,True
x9507b,male,28,Dutch,Swimming,57,False,False,True,False,1,False,bachelor,A,True
x4901g,female,31,Dutch,Rugby,55,False,False,True,False,1,False,bachelor,A,False
x3345e,female,27,Dutch,Tennis,60,False,False,False,False,1,True,bachelor,A,True
x5986g,female,30,Dutch,Football,55,False,False,False,False,0,False,bachelor,A,False
x6809a,female,25,Dutch,Running,64,False,True,False,False,1,True,bachelor,A,False
x9993d,female,21,Dutch,Swimming,64,False,False,True,False,1,False,bachelor,A,True
x4746b,other,27,Dutch,Golf,56,False,False,True,False,1,False,master,A,False
x1196d,female,28,Dutch,Tennis,60,False,False,False,False,2,False,bachelor,A,True
x7578e,female,21,Dutch,Football,65,False,True,False,False,2,True,bachelor,A,False
x6465e,male,32,Dutch,Golf,53,False,False,False,False,1,False,bachelor,A,False
x6726c,male,26,Dutch,Swimming,55,False,False,True,False,2,False,master,A,True
x9516e,male,28,German,Football,61,True,False,True,True,3,False,phd,A,True
x5128g,male,27,Dutch,Football,51,True,False,False,False,2,False,master,A,False
x9004a,male,29,Dutch,Rugby,49,False,False,False,False,1,False,master,A,False
x3130a,male,24,Belgian,Cricket,60,False,False,False,False,1,False,bachelor,A,True
x5798b,male,27,Dutch,Rugby,61,True,False,False,True,2,False,bachelor,A,True
x4787e,male,25,Dutch,Football,57,False,False,False,False,1,False,bachelor,A,False
x2315g,other,26,Dutch,Rugby,61,True,False,False,True,3,False,master,A,True
x2548b,female,24,Dutch,Swimming,60,True,False,False,False,2,False,bachelor,A,False
x4703a,male,24,German,Chess,70,False,True,False,False,0,True,master,A,False
x8348g,male,28,Dutch,Football,50,False,False,False,False,2,False,master,A,False
x6748e,male,28,Dutch,Tennis,62,False,True,False,True,2,False,bachelor,A,False
x9251b,male,24,Dutch,Tennis,59,False,True,False,False,1,True,bachelor,A,False
x2494g,male,30,Dutch,Rugby,56,True,False,False,False,2,False,bachelor,A,True
x3634c,male,25,Belgian,Tennis,63,True,False,False,False,2,False,bachelor,A,True
x4799d,male,29,Belgian,Cricket,57,False,False,False,False,1,False,master,A,True
x9511e,female,23,Belgian,Swimming,66,False,False,False,False,1,True,master,A,False
x5012c,male,23,Dutch,Cricket,59,False,False,False,False,1,False,bachelor,A,False
x5853b,male,30,Dutch,Football,52,True,False,False,True,2,False,bachelor,A,False
x5046f,male,23,Dutch,Tennis,57,False,True,False,True,2,False,bachelor,A,False
x7039d,male,27,Dutch,Football,47,False,False,False,False,1,False,bachelor,A,False
x1173d,female,21,Dutch,Running,60,False,True,False,False,1,False,bachelor,A,False
x6368c,female,26,Dutch,Tennis,59,True,False,False,True,2,False,bachelor,A,False
x9878e,female,25,Dutch,Running,61,False,False,False,False,1,False,bachelor,A,True
x7289a,male,26,Belgian,Football,65,False,False,False,True,2,False,master,A,True
x5398g,male,27,Dutch,Tennis,71,False,True,False,False,1,True,master,A,False
x3263b,male,29,Belgian,Football,57,False,False,False,False,0,False,bachelor,A,False
x9568b,female,27,German,Football,65,False,False,True,False,1,True,master,A,True
x1046g,other,28,Dutch,Tennis,74,False,True,False,True,2,True,bachelor,A,False
x9159b,male,29,Dutch,Rugby,56,False,False,False,False,1,False,bachelor,A,True
x1940a,male,26,Dutch,Tennis,66,True,False,False,True,2,False,master,A,True
x9081e,male,23,German,Football,59,False,False,False,False,1,False,bachelor,A,False
x8706e,male,28,Dutch,Tennis,56,False,False,False,False,2,False,master,A,True
x6407a,female,25,Dutch,Rugby,52,False,False,False,False,2,False,master,A,False
x4270f,male,25,German,Rugby,58,True,False,False,True,3,False,master,A,True
x2697b,male,22,German,Tennis,68,False,True,False,False,1,True,master,A,True
x1572b,female,27,Dutch,Running,66,False,False,False,False,1,True,bachelor,A,False
x5943e,female,22,Dutch,Chess,62,False,False,False,True,2,True,bachelor,A,True
x6207d,male,28,Dutch,Football,54,False,False,True,False,2,False,bachelor,A,False
x5025c,female,22,Dutch,Tennis,67,False,True,False,False,1,True,bachelor,A,False
x3978f,female,21,German,Running,64,False,False,False,False,1,True,bachelor,A,False
x1829d,female,31,Dutch,Golf,65,False,True,True,False,0,True,master,A,False
x1016b,female,26,Dutch,Tennis,57,True,False,False,True,3,False,master,A,True
x1430d,female,26,Dutch,Golf,60,False,False,True,False,0,False,bachelor,A,False
x2155e,male,22,Dutch,Swimming,62,False,False,True,False,1,False,bachelor,A,True
x4962a,male,29,Dutch,Football,62,True,False,True,True,3,False,master,A,True
x1632c,male,23,Dutch,Football,74,True,True,False,True,2,True,master,A,False
x7337d,male,25,Dutch,Cricket,75,False,True,False,False,2,True,master,A,True
x8207a,male,32,Dutch,Cricket,57,False,False,False,False,0,False,bachelor,A,False
x4477a,female,26,Belgian,Swimming,64,False,True,False,False,1,True,master,A,False
x1748a,female,28,Dutch,Chess,65,False,True,False,False,0,True,master,A,False
x3432g,female,27,Dutch,Tennis,70,True,True,False,True,2,True,bachelor,A,False
x8521f,female,27,Dutch,Swimming,63,False,False,False,False,1,True,bachelor,A,False
x9141b,male,30,Belgian,Swimming,68,False,True,True,True,3,True,bachelor,A,True
x8337g,male,32,Dutch,Football,62,False,False,True,False,1,False,master,A,True
x5770a,male,25,German,Swimming,62,False,False,True,True,2,False,master,A,True
x6416g,female,29,Dutch,Rugby,61,False,False,True,False,1,False,master,A,False
x2970f,female,22,Dutch,Chess,68,False,False,False,False,1,True,master,A,True
x9020g,female,29,German,Cricket,58,False,False,False,False,1,False,bachelor,A,False
x2314c,female,22,Dutch,Chess,57,False,False,False,False,0,False,bachelor,A,False
x5984f,female,22,Dutch,Swimming,62,False,False,False,False,1,False,bachelor,A,False
x2899b,male,28,Dutch,Rugby,58,True,False,True,False,2,False,master,A,True
x9772b,male,24,Dutch,Football,67,True,False,False,True,2,True,bachelor,A,False
x3297d,male,27,Dutch,Golf,59,False,False,False,False,1,False,bachelor,A,True
x7042b,male,26,Belgian,Football,56,True,False,False,True,2,False,bachelor,A,True
x1437f,male,29,Dutch,Football,60,False,False,False,False,1,False,master,A,False
x2719f,male,24,German,Football,64,False,False,False,False,1,True,bachelor,A,False
x7338d,female,25,Dutch,Chess,64,False,False,False,False,1,False,bachelor,A,True
x2097g,female,24,Dutch,Chess,59,False,False,False,False,1,False,bachelor,A,True
x6220e,female,23,Dutch,Chess,74,False,True,False,False,1,True,phd,A,False
x3914e,male,30,Dutch,Football,59,False,False,False,True,2,False,bachelor,A,True
x7098f,male,22,Dutch,Cricket,68,False,True,False,False,2,True,bachelor,A,False
x2030b,female,22,Dutch,Chess,71,False,True,False,False,0,True,master,A,False
x3452a,male,27,Dutch,Football,52,True,False,False,True,2,False,bachelor,A,False
x7349c,male,23,Dutch,Tennis,65,False,False,False,True,2,True,bachelor,A,False
x2564g,male,25,Dutch,Tennis,52,False,False,False,True,2,False,bachelor,A,False
x1593f,female,29,Dutch,Football,48,True,False,False,False,2,False,bachelor,A,False
x7534f,male,28,Dutch,Cricket,57,False,False,False,False,1,False,bachelor,A,False
x9796d,male,22,Dutch,Chess,71,False,True,False,False,1,True,master,A,True
x2497c,female,27,Dutch,Running,72,True,True,False,True,2,True,bachelor,A,False
x5375d,female,28,German,Football,69,False,True,False,False,1,True,bachelor,A,False
x1674f,female,21,Belgian,Football,60,False,False,False,False,1,False,bachelor,A,False
x3098g,female,26,Belgian,Swimming,63,False,False,False,False,1,True,bachelor,A,False
x1429b,female,26,Dutch,Swimming,68,False,True,False,False,1,True,bachelor,A,True
x3383c,female,23,Dutch,Chess,74,False,True,False,False,1,True,master,A,True
x2709b,female,26,Dutch,Swimming,66,False,True,False,False,0,True,master,A,False
x3710e,male,24,Dutch,Football,66,False,True,False,False,1,True,master,A,False
x3889d,male,30,German,Rugby,69,False,False,True,False,1,True,master,A,False
x7086b,male,27,Dutch,Football,69,False,True,False,False,2,True,bachelor,A,False
x7192b,female,25,Dutch,Tennis,62,False,False,False,False,2,False,bachelor,A,True
x9440d,male,28,Belgian,Football,65,False,True,False,False,1,True,bachelor,A,False
x7044f,male,29,Dutch,Rugby,58,True,False,False,True,3,False,bachelor,A,True
x9997c,female,29,Dutch,Football,61,False,False,True,False,1,False,phd,A,True
x3241e,female,25,Dutch,Chess,57,False,False,False,False,0,False,bachelor,A,False
x8112b,female,22,Dutch,Chess,73,False,True,False,False,1,True,phd,A,True
x1254b,female,27,Dutch,Golf,65,False,False,False,False,1,True,master,A,False
x7044e,male,28,Dutch,Golf,55,False,False,False,False,2,False,bachelor,A,True
x4084d,male,27,Dutch,Rugby,56,False,False,False,False,1,False,master,A,True
x1614a,female,23,Dutch,Swimming,58,False,False,False,False,1,False,bachelor,A,False
x1409g,female,27,German,Cricket,58,False,False,True,False,2,False,bachelor,A,True
x5304b,male,26,Belgian,Swimming,57,False,False,True,False,2,False,master,A,True
x1197d,male,29,Dutch,Football,55,False,False,False,True,2,False,bachelor,A,False
x9534e,male,26,German,Swimming,67,False,False,False,False,1,True,master,A,True
x5900c,male,22,German,Swimming,60,False,False,False,False,2,False,bachelor,A,False
x6089e,male,25,German,Football,49,False,False,False,False,1,False,bachelor,A,False
x4129b,male,28,Dutch,Tennis,74,False,True,False,False,2,True,master,A,True
x6601e,male,28,German,Football,57,False,False,False,False,0,False,bachelor,A,False
x8410g,female,27,Dutch,Running,74,False,True,False,False,1,True,phd,A,False
x6632a,male,29,Dutch,Football,55,False,False,False,False,2,False,master,A,True
x6053f,male,25,Dutch,Swimming,71,True,True,False,False,2,True,master,A,True
x3369d,female,21,Dutch,Chess,64,False,True,False,False,2,True,bachelor,A,False
x1598a,male,29,Dutch,Football,56,False,False,False,False,1,False,bachelor,A,True
x9046c,male,27,Dutch,Tennis,55,False,False,False,False,1,False,bachelor,A,False
x7493e,male,27,Belgian,Golf,68,False,True,False,False,1,True,bachelor,A,False
x4149f,male,29,Dutch,Football,64,True,False,False,True,3,False,bachelor,A,True
x6563e,male,28,Dutch,Football,62,False,False,False,False,1,True,master,A,True
x1113g,female,31,German,Golf,64,False,False,True,False,0,True,master,A,False
x3898c,male,26,Dutch,Rugby,68,False,False,True,False,1,False,phd,A,True
x4388d,female,24,Dutch,Football,64,True,True,False,False,2,False,bachelor,A,True
x9893e,male,23,Dutch,Running,60,False,True,False,False,0,True,bachelor,A,False
x4620e,male,30,Dutch,Football,60,True,False,False,True,3,False,bachelor,A,True
x8429d,female,28,Dutch,Cricket,60,False,False,True,False,0,False,master,A,False
x5794g,male,25,German,Football,55,True,False,False,False,3,False,master,A,True
x3956f,female,26,Dutch,Football,58,False,False,True,False,0,False,master,A,False
x8230e,male,26,Dutch,Football,68,False,False,False,False,1,True,master,A,True
x5251e,male,28,German,Swimming,67,False,True,False,False,1,True,bachelor,A,False
x1711f,male,21,Dutch,Golf,74,False,True,False,False,2,True,master,A,False
x4298f,female,28,Dutch,Rugby,62,False,False,False,False,1,False,bachelor,A,False
x7425e,male,30,Dutch,Cricket,70,False,False,False,False,1,True,phd,A,True
x1257g,male,27,Dutch,Football,55,False,False,False,False,1,False,bachelor,A,False
x7506a,female,24,Dutch,Rugby,64,False,False,True,True,2,False,master,A,True
x8670g,female,31,Dutch,Cricket,56,False,False,False,False,0,False,bachelor,A,False
x2358f,male,31,Belgian,Golf,67,False,False,False,False,2,True,bachelor,A,True
x9910f,female,29,Dutch,Golf,61,False,False,False,False,1,False,master,A,True
x8971d,female,28,Dutch,Tennis,56,False,False,False,False,1,False,bachelor,A,False
x8068b,male,29,Dutch,Rugby,57,True,False,True,True,2,False,master,A,True
x8038f,female,22,Dutch,Tennis,73,False,True,False,False,1,True,master,A,True
x9071b,male,27,Dutch,Chess,73,False,True,False,True,1,True,master,A,True
x5954b,male,29,Belgian,Football,60,False,False,False,False,1,False,bachelor,A,False
x7946b,female,30,Dutch,Football,55,False,False,False,False,1,False,master,A,True
x7823c,female,27,Dutch,Football,62,False,False,False,False,1,False,bachelor,A,True
x7647d,male,26,Dutch,Tennis,59,False,False,False,False,2,False,bachelor,A,False
x6975g,male,25,Dutch,Tennis,57,False,False,False,False,2,False,bachelor,A,True
x4901f,male,29,German,Cricket,64,False,True,False,False,0,True,master,A,False
x8119a,male,30,Dutch,Rugby,67,True,True,True,True,3,False,master,A,True
x9581g,female,29,Dutch,Swimming,66,False,True,True,False,1,False,phd,A,True
x4489f,other,29,German,Swimming,60,True,False,False,True,2,False,bachelor,A,False
x6751d,male,22,Belgian,Chess,73,False,True,False,False,1,True,master,A,True
x9937e,female,26,Dutch,Rugby,67,False,False,True,False,1,True,master,A,True
x6292d,female,21,Dutch,Tennis,59,False,False,False,False,2,False,bachelor,A,False
x4766d,female,27,Dutch,Golf,53,False,False,True,False,0,False,master,A,False
x2550a,male,21,Dutch,Running,72,False,True,False,False,1,True,phd,A,True
x4035c,male,24,Dutch,Rugby,48,False,False,False,True,2,False,bachelor,A,False
x7039a,male,27,Dutch,Football,72,False,True,False,False,1,True,bachelor,A,False
x8998a,male,27,Dutch,Cricket,76,True,True,False,False,2,True,master,A,True
x5858c,female,29,Dutch,Swimming,63,True,False,False,False,2,False,bachelor,A,True
x9429f,female,21,Dutch,Swimming,70,False,True,False,False,1,True,master,A,True
x1195e,female,22,German,Swimming,58,False,True,False,False,0,False,bachelor,A,False
x1483g,female,27,Dutch,Swimming,68,False,False,True,False,0,True,master,A,False
x7937a,male,27,Dutch,Football,65,False,True,False,True,2,False,bachelor,A,False
x5007b,male,26,Belgian,Football,61,True,False,False,True,3,False,bachelor,A,True
x4882b,male,28,Belgian,Rugby,67,False,False,True,False,2,False,phd,A,True
x7984g,female,26,Dutch,Football,68,True,False,False,False,2,True,master,A,False
x5299f,male,24,Dutch,Football,66,True,False,True,True,3,True,master,A,True
x1306f,other,32,Dutch,Rugby,69,False,False,True,False,1,True,phd,A,False
x1336g,male,28,Dutch,Swimming,57,False,False,False,False,0,False,master,A,False
x5206g,male,29,German,Rugby,59,False,False,False,False,1,False,bachelor,A,True
x8155a,female,28,Dutch,Football,66,False,False,False,True,2,False,master,A,True
x3664a,male,28,Dutch,Tennis,68,True,False,False,True,3,False,master,A,True
x9195e,female,28,Dutch,Chess,65,False,True,False,False,1,True,bachelor,A,True
x6241c,other,27,Belgian,Swimming,62,False,True,False,True,2,False,bachelor,A,False
x2659d,male,30,Dutch,Tennis,54,True,False,False,True,2,False,bachelor,A,False
x5868g,male,22,Dutch,Running,69,False,True,False,False,1,True,bachelor,A,False
x3164f,male,28,Dutch,Cricket,57,False,False,False,False,1,False,bachelor,A,False
x6907b,male,25,Dutch,Tennis,65,False,True,False,False,1,True,master,A,False
x7803c,female,22,Dutch,Swimming,68,False,True,False,False,0,True,master,A,False
x3312d,female,21,Dutch,Swimming,58,False,False,False,False,0,True,bachelor,B,False
x8441a,female,27,Dutch,Chess,67,False,False,True,False,0,True,master,B,False
x8679b,female,25,Dutch,Rugby,56,True,False,False,False,2,False,bachelor,B,True
x3415f,female,28,Dutch,Chess,64,False,False,True,False,0,True,master,B,False
x2611c,male,30,Dutch,Rugby,63,True,False,False,True,3,False,master,B,True
x1383d,male,30,Dutch,Swimming,61,False,False,False,False,1,False,bachelor,B,False
x1939b,male,29,Dutch,Rugby,61,False,False,False,False,2,False,bachelor,B,True
x5572d,male,26,Dutch,Football,66,False,False,False,True,2,True,bachelor,B,False
x7596f,female,24,Belgian,Swimming,59,False,False,False,False,1,False,bachelor,B,False
x5335b,female,27,Dutch,Chess,74,False,True,False,False,1,True,master,B,False
x3158e,male,27,Belgian,Football,55,True,False,False,True,3,False,master,B,True
x9413d,female,26,Dutch,Football,66,True,True,False,False,2,False,bachelor,B,False
x9400d,male,23,Dutch,Tennis,67,False,False,False,True,2,True,bachelor,B,False
x7135d,male,27,Dutch,Cricket,71,False,True,False,False,1,True,bachelor,B,False
x1019b,female,28,Dutch,Chess,57,False,False,False,False,0,False,bachelor,B,False
x5254f,female,26,Dutch,Golf,70,False,True,False,False,1,True,master,B,False
x7432e,male,24,Dutch,Football,62,True,False,True,True,3,False,master,B,True
x3386e,male,32,Dutch,Golf,60,False,True,False,False,1,False,bachelor,B,False
x5299e,female,32,Dutch,Cricket,58,False,False,False,False,0,False,bachelor,B,False
x9151a,female,23,Dutch,Swimming,67,False,True,True,False,0,True,phd,B,False
x2601e,female,27,Belgian,Swimming,59,False,False,False,False,1,True,bachelor,B,False
x4103d,female,28,Belgian,Football,66,False,True,False,False,1,True,master,B,False
x8601c,female,21,Dutch,Tennis,71,False,True,False,False,2,True,bachelor,B,False
x2345b,female,24,Dutch,Chess,67,False,True,False,False,1,True,master,B,False
x1131d,female,26,Belgian,Tennis,69,False,True,False,False,1,True,master,B,False
x7678c,male,27,Dutch,Rugby,48,False,False,False,True,2,False,bachelor,B,False
x8476f,female,23,Dutch,Running,72,False,True,False,False,1,True,master,B,False
x1271e,female,24,Dutch,Chess,58,False,False,False,False,0,False,bachelor,B,False
x6338g,male,26,Dutch,Rugby,61,False,False,True,False,2,False,master,B,True
x5676e,female,28,Dutch,Chess,63,False,True,True,False,0,True,master,B,False
x9209g,male,28,Dutch,Football,64,False,True,False,False,1,True,bachelor,B,False
x7365c,male,30,Dutch,Rugby,60,False,False,False,False,0,False,bachelor,B,False
x6219d,male,25,Dutch,Football,65,False,False,False,False,2,True,master,B,False
x4467c,male,27,Dutch,Football,62,False,False,False,False,1,False,bachelor,B,False
x9817g,male,22,Dutch,Swimming,68,False,False,False,False,1,True,bachelor,B,False
x3743c,male,25,German,Running,60,False,False,False,False,1,False,bachelor,B,False
x8354c,female,24,Dutch,Football,63,False,True,False,True,2,False,bachelor,B,False
x9047d,female,22,Dutch,Tennis,63,False,True,False,False,1,True,bachelor,B,False
x9785c,female,30,Dutch,Golf,69,False,True,False,False,0,True,phd,B,False
x1898c,male,24,Dutch,Football,62,True,False,True,True,2,False,master,B,True
x1453e,female,22,Belgian,Chess,60,False,False,False,False,1,False,bachelor,B,False
x6531f,female,26,Dutch,Tennis,63,False,True,False,False,1,False,bachelor,B,False
x7834e,male,27,Belgian,Cricket,75,True,True,False,True,2,True,master,B,True
x1411c,male,25,Dutch,Football,54,True,False,True,False,2,False,master,B,True
x3529c,female,27,Belgian,Running,58,False,False,False,False,0,False,bachelor,B,False
x9906c,female,27,Dutch,Swimming,75,False,True,True,False,1,True,phd,B,False
x4632e,male,28,Dutch,Chess,71,False,True,False,False,2,True,master,B,False
x3913a,male,32,Dutch,Cricket,56,False,False,False,False,0,False,bachelor,B,False
x7434g,female,22,Dutch,Golf,59,False,False,False,False,2,False,bachelor,B,True
x3761d,male,22,Dutch,Swimming,70,False,True,True,False,0,True,phd,B,False
x3534f,male,27,Dutch,Golf,67,False,False,True,False,1,True,master,B,False
x8278g,male,28,Dutch,Rugby,59,True,False,False,True,3,False,master,B,True
x1276b,female,28,Dutch,Rugby,58,False,False,False,False,1,False,bachelor,B,False
x9031b,female,28,Dutch,Running,70,False,True,True,False,0,True,phd,B,False
x8602e,male,29,Dutch,Tennis,67,True,False,False,True,3,True,bachelor,B,True
x5574c,female,21,Dutch,Tennis,63,False,False,False,False,1,True,bachelor,B,False
x5177c,female,30,Dutch,Rugby,54,False,False,False,False,1,False,master,B,False
x3806a,female,26,Dutch,Chess,72,False,True,False,False,0,True,master,B,False
x6122c,male,25,Dutch,Tennis,71,False,True,False,False,1,True,master,B,False
x6180d,male,24,German,Football,54,False,False,False,False,2,False,bachelor,B,True
x3210b,female,26,Dutch,Chess,72,False,True,False,False,1,True,phd,B,False
x2140g,male,25,Dutch,Swimming,65,True,True,True,True,2,False,master,B,True
x6998b,male,32,Dutch,Cricket,56,False,False,True,False,1,False,master,B,False
x3086b,female,28,Dutch,Football,66,False,True,False,False,1,True,bachelor,B,False
x7942f,female,30,Dutch,Tennis,55,True,False,False,True,3,False,bachelor,B,True
x7863g,female,27,Dutch,Tennis,60,False,False,True,False,1,False,bachelor,B,False
x7788c,female,21,Dutch,Swimming,66,False,True,False,False,0,True,master,B,False
x5142a,male,27,Dutch,Football,59,True,False,False,True,3,False,bachelor,B,True
x8276d,male,26,Dutch,Rugby,64,False,False,False,True,2,False,master,B,True
x7468d,male,25,Dutch,Running,62,False,False,False,False,2,True,bachelor,B,False
x6985c,female,26,Dutch,Cricket,65,False,False,False,False,1,False,master,B,False
x1736d,female,27,Dutch,Rugby,64,True,True,False,True,3,True,bachelor,B,False
x6294b,female,27,Dutch,Swimming,68,False,True,True,False,1,True,master,B,False
x1989e,female,30,Dutch,Rugby,66,False,False,True,False,1,True,master,B,False
x9142g,male,27,Dutch,Rugby,53,True,False,False,True,3,False,bachelor,B,True
x4132c,female,21,Dutch,Swimming,63,False,False,False,False,1,True,bachelor,B,False
x8156e,female,22,Dutch,Running,65,False,False,False,False,1,True,bachelor,B,False
x6523c,female,26,Dutch,Chess,60,False,False,False,False,1,False,bachelor,B,False
x3931c,male,29,Dutch,Swimming,66,True,False,True,True,2,False,phd,B,True
x4535f,male,27,Dutch,Golf,61,False,False,True,False,2,False,master,B,False
x7816b,male,28,Dutch,Rugby,50,False,False,False,False,2,False,bachelor,B,True
x2918d,male,27,Dutch,Rugby,65,False,False,False,False,1,False,master,B,False
x9895b,female,26,Dutch,Chess,60,False,False,True,False,0,True,bachelor,B,False
x1710e,male,24,Dutch,Rugby,58,False,False,False,True,1,False,bachelor,B,False
x5186a,male,28,Dutch,Football,53,True,False,False,False,2,False,bachelor,B,True
x8340c,male,29,Dutch,Rugby,51,True,False,False,False,2,False,bachelor,B,True
x4105e,female,26,Dutch,Running,63,False,False,False,False,1,True,bachelor,B,False
